id,website,make,model,version,fuel,year,kms,power,doors,shift,color,photos,price,location,publish_date,dealer_id,dealer_is_professional
227168,website_4,ferrari,purosangre,Purosangue 6.5,Gasolina,2023,50,724,5,Automático,ROJO,0,850000,Madrid,2023-12-05,b65f865c54d5a32a5990d5c44a5575a4,1
131944,website_4,volkswagen,scirocco,1.4 TSI,Gas,2010,180000,122,3,Manual,BLANCO,20,850011,Castellón,2024-02-27,5aa75ea66499641cc1d489a71e023b2e,1
986117,website_4,fiat,500,1.2 Lounge,Gas,2018,103000,69,3,Manual,GRIS,15,850014,Sevilla,2024-02-08,a3d2de7675556553a5f08e4c88d2c228,0
305909,website_4,mercedes-benz,clase-s,Clase S 350 Aut.,Gas,2008,267764,272,4,Automático,GRIS / METALIZADO,34,850023,Valencia,2024-01-31,2cd303a4da274bd7fe51d6c9a3a00860,1
227790,website_4,lamborghini,aventador,Deportivo  Automático de 3 Puertas,Gas,2022,55,780,3,Automático,NEGRO / METALIZADO,29,853990,Madrid,2023-04-06,b65f865c54d5a32a5990d5c44a5575a4,1
531378,website_4,mercedes-benz,clase-c,Clase C Estate AMG 43 4Matic 9G-Tronic,Gas,2023,4078,408,5,Automático,NEGRO,19,855001,Barcelona,2024-02-11,5b0c95b213ac0964637172e3bada81d9,1
736268,website_4,ineos,grenadier,3.0 Station Wagon 5pl. Trialmaster Edition,Gas,2023,4400,286,5,Automático,GRIS / METALIZADO,28,859006,Barcelona,2024-02-27,105955d55d2c6318fa1becc061ecca42,1
731406,website_4,ferrari,sf90,Spider,Híbrido Enchufable,2022,300,1000,2,Automático,NEGRO / METALIZADO,15,859900,Madrid,2023-12-03,b65f865c54d5a32a5990d5c44a5575a4,1
266182,website_4,ferrari,488,Pista,Gas,2019,950,721,2,Automático,ROJO,25,864900,Madrid,2024-03-23,b65f865c54d5a32a5990d5c44a5575a4,1
332963,website_4,porsche,taycan,,Eléctrico,2023,7900,326,4,Automático,GRIS VULCANO,136,865004,Girona,2024-02-01,e948947bd6936f547bc0a294273dc1d3,1
305745,website_4,mercedes-benz,clase-gls,Clase GLS 400d 4Matic (14.75),Diésel,2019,81631,330,5,Automático,GRIS PLATA,17,868005,Barcelona,2024-01-26,5b0c95b213ac0964637172e3bada81d9,1
785213,website_4,audi,q8,4.0 TDI quattro tiptronic,Diésel,2020,79990,435,5,Automático,GRIS / METALIZADO,50,868903,Pontevedra,2024-01-15,be0bf2e9ce722dd4cf5eedb3991681d7,1
797797,website_4,bmw,serie-2,Serie 2 M2A CS,Gas,2020,25000,450,2,Automático,MISANO,29,869001,Barcelona,2024-03-27,1934475eb9cc26115791999d8d09831c,1
993691,website_4,ford,bronco,Todoterreno  Automático de 5 Puertas,Gas,2022,400,330,5,Automático,VELOCITY BLUE METALLIC / METALIZADO,50,869002,Málaga,2024-02-22,d9b227e389320e318b23370335d90a5f,1
372680,website_2,LAMBORGHINI,Aventador,LAMBORGHINI Aventador 6.5 V12 LP 7004 Roadster 2p.,Gasolina,2017,180,0,0,,,9,869999,Córdoba,2024-04-04,d6ab760138aa96b9f16c60517cb2a043,1
305998,website_4,mercedes-benz,clase-s,Clase S 63 AMG 4Matic Largo Aut.,Gas,2017,90200,612,4,Automático,BLANCO / METALIZADO,39,874002,Barcelona,2023-12-03,f6df96fd776479cad1a5ecfb5f4746a4,1
103897,website_4,rolls-royce,cullinan,,Gas,2022,9485,571,5,Automático,NEGRO / METALIZADO,30,874900,Madrid,2023-09-26,b65f865c54d5a32a5990d5c44a5575a4,1
730546,website_4,bmw,serie-2,Serie 2 M2 Coupé,Gas,2023,2000,460,2,Automático,GRIS METALIZADO / METALIZADO,14,875002,Madrid,2024-03-24,fa8d7bba3690f27d285d50b334011d87,1
773037,website_4,audi,e-tron-gt,e-tron GT 60 quattro,Eléctrico,2022,35008,476,4,Automático,NEGRO,20,879001,Madrid,2024-01-27,40b67e0534ef4d718d685e031398703d,1
280748,website_4,land-rover,range-rover-velar,Range Rover Velar 2.0D I4 MHEV Dynamic SE 4WD Aut. 204,Diésel,2024,1800,204,5,Automático,GRIS / METALIZADO,15,879002,Madrid,2024-04-03,8c9bc73698edfe4432c5e72c705d5719,1
228570,website_4,mercedes-benz,clase-gle,Clase GLE 350 e 4MATIC (Híbrido Enchufable),Híbrido,2023,1,333,5,Automático,NEGRO OBSIDIANA (METALIZADO) / METALIZADO,0,879901,Madrid,2024-04-08,abf32f86fa9d093661debbeb5af7fae6,1
737017,website_4,mercedes-benz,clase-e,Clase E Cabrio 450 4Matic 9G-Tronic,Gas,2023,3801,367,2,Automático,GRIS SELENITA (METALIZADO) / METALIZADO,111,879902,Madrid,2024-02-04,abf32f86fa9d093661debbeb5af7fae6,1
293207,website_4,mercedes-benz,clase-b,Clase B 180CDI Autotronic (9.75),Diésel,2008,144000,109,5,Automático,NEGRO,36,880010,Madrid,2024-04-05,66a645c31d8b45a6bb2baa1bfcd7b7e4,1
979807,website_4,dacia,dokker,1.5dCi Ambiance N1 55kW,Diésel,2018,91698,75,4,Manual,BLANCO / METALIZADO,28,884017,Vizcaya,2024-01-28,0dcbd7f0d2a51d53035747ea33c10b03,1
979795,website_4,dacia,dokker,1.5Blue dCi Essential 70kW,Diésel,2019,122224,95,4,Manual,BLANCO / METALIZADO,5,884017,Vizcaya,2024-02-04,0dcbd7f0d2a51d53035747ea33c10b03,1
305575,website_4,mercedes-benz,clase-gle,Clase GLE 53 AMG 4Matic Aut.,Gas,2021,45000,435,5,Automático,NEGRO,0,884902,Barcelona,2024-01-18,f6df96fd776479cad1a5ecfb5f4746a4,1
305656,website_4,mercedes-benz,clase-gle,Clase GLE Coupé 350de 4Matic Aut.,Híbrido,2022,15250,320,5,Automático,BLANCO POLAR,13,885002,Castellón,2024-02-29,7ce7fd1738cd6b06be8c9ccd26d9bf72,1
737103,website_4,mercedes-benz,eqe,500 4MATIC,Eléctrico,2023,5000,408,5,Automático,PLATA HIGHTECH / METALIZADO,0,889001,Valencia,2024-04-22,d55974ca9182d224ce669ff4c018f777,1
280273,website_4,land-rover,defender,90 3.0 I6 MHEV XS Edition AWD Aut.400,Gas,2022,9400,400,3,Automático,BEIGE,17,889001,Ciudad Real,2024-02-04,44042380a59d6f4c09bc0289a4b8d325,1
799282,website_4,bmw,serie-4,Serie 4 M4 Cabrio Competition xDrive,Gas,2021,20000,510,2,Automático,GRIS,28,889001,Málaga,2023-12-22,56e42fa7133e4851eab13fd7fa105ad4,1
90656,website_4,peugeot,508,RXH Full Hybrid Diésel 200CV,Híbrido,2013,271513,200,5,Manual,NEGRO,24,890010,La Coruña,2024-03-31,fa8edf495b7302b10ca1aeb0e4284b15,1
234872,website_4,volkswagen,scirocco,1.4 TSI 160,Gas,2009,196000,160,0,Manual,Negro,17,890010,Málaga,2023-08-06,a3d2de7675556553a5f08e4c88d2c228,0
235024,website_4,volkswagen,up,1.0 Street 75,Gas,2016,59999,75,0,Manual,Blanco,15,890010,Barcelona,2023-06-21,a3d2de7675556553a5f08e4c88d2c228,0
979785,website_4,dacia,dokker,1.5Blue dCi Essential 55kW,Diésel,2019,105592,75,4,Manual,BLANCO / METALIZADO,5,892517,Vizcaya,2024-02-16,a3d2de7675556553a5f08e4c88d2c228,0
241145,website_4,rolls-royce,phantom,Berlina  Automático de 3 Puertas,Gas,2024,1,585,3,Automático,NEGRO,8,894900,Madrid,2024-01-22,b65f865c54d5a32a5990d5c44a5575a4,1
131042,website_4,volkswagen,polo,1.4 TDI 5p. Comfortline BlueMotion Technology,Diésel,2023,149500,75,0,Manual,BLANCO,0,895015,Sevilla,2024-02-01,fae15a9e6efeb9d34ae71c56c36f03f7,1
267793,website_4,ford,gt-2,GT EcoBoost V6,Gas,2021,600,0,2,Automático,AZUL,30,896900,Madrid,2024-02-24,b65f865c54d5a32a5990d5c44a5575a4,1
267798,website_4,ford,gt-2,GT EcoBoost V6,Gasolina,2018,3900,0,2,Automático,INGOT SILVER,0,899000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
531393,website_4,mercedes-benz,clase-g,Clase G Todoterreno  Automático de 4 Puertas,Gas,2023,3900,900,4,Automático,-,0,899000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
910858,website_4,mercedes-benz,amg-gt,AMG GT Coupé 462,Gas,2016,31000,462,3,Automático,PLATA,50,899002,Córdoba,2024-04-16,433238e4750feb5a66e43eca9889dd31,1
736269,website_4,ineos,grenadier,3.0 TT Station Wagon 5pl. Trialmaster Ed,Diésel,2024,1400,250,5,Automático,BLANCO / METALIZADO,18,899005,Barcelona,2024-04-12,105955d55d2c6318fa1becc061ecca42,1
985797,website_4,ferrari,f430,Spider F1,Gas,2009,97000,490,2,Automático,ROJO,46,899009,Sevilla,2024-02-04,b6cce1d2ea012409f22932d7e11c396e,1
940644,website_4,renault,twingo,Limited SCe 52kW (70CV) -18,Gas,2018,85604,70,5,Manual,BLANCO,27,899010,Madrid,2024-02-22,4c318a5cf8e4e6bb5e6ed600625e75f0,1
234269,website_4,skoda,fabia,1.0 TSI Ambition 70kW,Gas,2018,69195,95,0,Manual,Azul,5,899010,Tenerife,2023-08-09,a3d2de7675556553a5f08e4c88d2c228,0
990139,website_4,skoda,fabia,1.0 MPI Ambition 55kW,Gas,2018,87000,75,5,Manual,AZUL,24,899010,Barcelona,2024-02-01,df440518d9304cd7546ac06bce1f7df9,1
834690,website_4,dacia,logan,1.0 Ambiance 54kW,Gas,2017,37300,73,4,Manual,BLANCO,23,899010,Madrid,2024-03-11,4c318a5cf8e4e6bb5e6ed600625e75f0,1
987016,website_4,fiat,panda,1.2 Lounge,Gas,2020,61000,69,5,Manual,BLANCO / METALIZADO,26,899010,Barcelona,2024-02-14,b6608f64a9bffbcfc6dfb08ed228cb33,1
103807,website_4,renault,scenic,Scénic 1.2 TCe Energy Expression,Gasolina,2014,113000,115,5,Manual,BLANCO,38,899510,Tarragona,2024-04-25,caafb3df6a2c4dfe67d88679dc3afe33,1
103922,website_4,rolls-royce,phantom,6.7 V12,Gas,2021,5000,571,4,Automático,GRIS,20,899900,Madrid,2023-04-08,b65f865c54d5a32a5990d5c44a5575a4,1
910321,website_4,maserati,grancabrio,Sport V8 4.7 Aut.,Gas,2018,21000,0,2,Automático,GRIS,21,899904,Barcelona,2023-11-02,fc1f6a6f17d2645d6ac085cdd71c4506,1
799297,website_4,bmw,serie-4,Serie 4 M4 Coupé Competition,Gasolina,2021,20000,510,2,Automático,AMARILLO,141,899905,Tenerife,2024-04-18,83db0ed81461c58f6dab146a4dfa1476,1
332950,website_4,porsche,panamera,GTS Aut.,Gas,2019,82280,460,5,Automático,GRIS,34,899906,Girona,2024-03-05,f7558ece99e8bf9b8411362ace4118e0,1
531576,website_4,rolls-royce,phantom,6.7 V12,Gas,2023,80,571,4,Automático,-,0,900000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
91785,website_4,porsche,cayenne,Coupé Aut.,Gas,2019,29000,340,5,Automático,GRIS / METALIZADO,135,900003,Girona,2024-01-17,e948947bd6936f547bc0a294273dc1d3,1
929621,website_4,porsche,cayenne,Todoterreno 340cv Automático de 4 Puertas,,2023,24887,340,4,Automático,NEGRO,27,902926,Valencia,2024-04-23,980f12ff0fb249daed15893804c10dde,1
737101,website_4,mercedes-benz,eqe,350 4MATIC[0-803+0-053],Eléctrico,2023,1000,292,0,Automático,-,20,919001,La Rioja,2024-01-28,eaa89cc50f22b4493b9695b27b397168,1
784891,website_4,audi,q5,Sportback TDI quattro tiptronic 251KW,Diésel,2023,8000,341,5,Automático,NEGRO / METALIZADO,20,919002,Barcelona,2024-04-09,6b8b7c9d16581b8695ccc2a3f04cbf4e,1
929753,website_4,porsche,taycan,4 Cross Turismo,Eléctrico,2021,50344,380,5,Automático,GRIS HIELO METALIZADO ESPECIAL / METALIZADO,29,919002,León,2024-01-24,3dcff227a8eb94ee8afc7c6e448d159d,1
784890,website_4,audi,q5,Sportback TDI quattro tiptronic 251KW,Diésel,2023,8000,341,5,Automático,NEGRO MITO METALIZADO / METALIZADO,29,919002,Barcelona,2024-03-11,6b8b7c9d16581b8695ccc2a3f04cbf4e,1
798829,website_4,bmw,serie-3,Serie 3 M3 Competition,Gas,2021,19000,510,4,Automático,NEGRO,22,919003,Murcia,2024-01-28,38f5b2311e9dfc9f5e62beb7ce0a8dbb,1
531746,website_4,aston-martin,rapide,S,Gasolina,2015,44000,558,5,Automático,NEGRO ONYX,33,919003,Málaga,2023-12-21,c0c79bf3f7cd1d573024708636f493c2,1
296022,website_4,mercedes-benz,clase-gle,Clase GLE 400d 4Matic Aut.,Diésel,2023,8888,330,5,Automático,AZUL CAVANSITA (METALIZADO) / METALIZADO,12,919901,Madrid,2024-04-23,abf32f86fa9d093661debbeb5af7fae6,1
997742,website_4,tesla,model-x,Model X Plaid AWD,Eléctrico,2023,7500,772,5,Automático,NEGRO,11,919902,Barcelona,2024-02-28,d9210c47189cf27329838d0451ce90a6,1
985795,website_4,ferrari,f430,Spider F1,Gas,2009,97000,490,2,Automático,ROJO,46,920006,Sevilla,2024-02-04,b6cce1d2ea012409f22932d7e11c396e,1
227789,website_4,lamborghini,aventador,Deportivo  Automático de 3 Puertas,Gas,2022,249,780,3,Automático,BLANCO / METALIZADO,29,924900,Madrid,2023-03-27,b65f865c54d5a32a5990d5c44a5575a4,1
92410,website_4,porsche,panamera,GTS Aut.,Gas,2019,82000,460,5,Automático,GRIS,137,925003,Girona,2024-01-21,e948947bd6936f547bc0a294273dc1d3,1
929556,website_4,porsche,cayenne,E-Hybrid Coupé Aut.,Híbrido,2021,43327,462,5,Automático,PLATA,25,929002,Castellón,2024-01-25,7ce7fd1738cd6b06be8c9ccd26d9bf72,1
810595,website_4,bmw,x5,xDrive50e xLine,Híbrido,2023,13000,489,5,Automático,BROOKLYN GRAU METALIZADO M / METALIZADO,50,929901,Sevilla,2024-04-27,f518ac0118a8110910e67f76dee05555,1
296020,website_4,mercedes-benz,clase-gle,Clase GLE 400d 4Matic Aut.,Diésel,2022,17613,330,5,Automático,NEGRO OBSIDIANA (METALIZADO) / METALIZADO,0,929901,Madrid,2024-04-23,abf32f86fa9d093661debbeb5af7fae6,1
810596,website_4,bmw,x5,xDrive50e xLine,Híbrido,2023,13000,489,5,Automático,BROOKLYN GRAU METALIZADO M / METALIZADO,50,929901,Madrid,2024-04-27,97949bae75413fafea1dfaef83ba1a83,1
332924,website_4,porsche,panamera,4 Aut.,Gasolina,2020,53870,330,5,Automático,GRIS / METALIZADO,37,932902,Alicante,2024-04-27,97c81649fa58303996aaf556b17043ca,1
266134,website_4,ferrari,458,Speciale A,Gasolina,2015,15645,0,2,Automático,ROJO,30,934900,Madrid,2023-12-03,b65f865c54d5a32a5990d5c44a5575a4,1
800040,website_4,bmw,serie-7,Serie 7 M760LiA xDrive,Gas,2018,36000,610,4,Automático,NEGRO,21,935005,Barcelona,2024-01-30,a8c1ba92aef77ec091d98d515cf803cf,1
266133,website_4,ferrari,458,Speciale A,Gasolina,2015,3000,0,2,Automático,GIALLO ARDILLA OPACO,30,939900,Málaga,2023-12-12,c0c79bf3f7cd1d573024708636f493c2,1
910806,website_4,mclaren,mp4-12c,,Gasolina,2013,45000,0,2,Automático,BLANCO,14,939902,Valencia,2024-04-01,f2f2dd21428396861a8f9f1f1522a02d,1
296010,website_4,mercedes-benz,clase-gle,Clase GLE 400d 4Matic Aut.,Diésel,2022,28902,330,5,Automático,GRIS SELENITA (METALIZADA) / METALIZADO,16,939902,Madrid,2024-02-04,abf32f86fa9d093661debbeb5af7fae6,1
332761,website_4,porsche,911,Carrera 4 Coupé PDK,Gas,2016,115662,370,2,Automático,GRIS / METALIZADO,50,939903,Valencia,2024-01-28,5aab1d6b5efc99a6bf744ec5ffad46f1,1
996167,website_2,LAMBORGHINI,Aventador,LAMBORGHINI Aventador 6.5 V12 LP 7004 Roadster 2p.,Gasolina,2017,180,0,0,,,9,939999,Córdoba,2024-04-04,d6ab760138aa96b9f16c60517cb2a043,1
994213,website_4,ford,fiesta,1.0 EcoBoost S/S Active 100,Gas,2018,88300,100,5,Manual,GRIS,13,940014,Málaga,2024-01-30,f5b3be17fd83920bf0aa78c3b5a015ec,1
45031,website_4,opel,astra,ST 1.4T Dynamic 150,Gas,2019,130864,150,5,Manual,NEGRO,29,940028,Valencia,2024-02-04,d2685b33d7592c76ec3dd7e156116912,1
810808,website_4,bmw,x7,xDrive 40dA,Diésel,2022,29500,340,5,Automático,GRIS,26,945001,Alicante,2024-01-29,779707ff02df9db142c7f8307fc00aef,1
928792,website_4,mercedes-benz,clase-gle,Clase GLE Coupé 53 AMG 4Matic+ Aut.,Gas,2022,55000,435,5,Automático,GRIS SELENITA METALIZADO / METALIZADO,40,945002,Tarragona,2024-04-01,9a89453d19ab2e59fb90e5074e2ec1a5,1
241986,website_4,volkswagen,touareg,R 3.0 V6 TSI eHYBRID 340kW Tip 4M,Híbrido,2023,200,462,0,Automático,NEGRO GRANADILLA (METALIZADO) / METALIZADO,150,949001,Guipúzcoa,2024-02-04,f443377cb81b3abf9f49e5be39475b3f,1
233698,website_4,porsche,macan,GTS,Gas,2021,11850,440,0,Automático,Otros/Metalizado,27,949005,Barcelona,2023-08-10,a3d2de7675556553a5f08e4c88d2c228,0
119712,website_4,volkswagen,golf,2.0 TSI GTI,Gas,2011,202000,210,5,Manual,GRIS,13,949010,Granada,2024-04-01,401f39ed33abd5228d36d70b14f0edb9,1
946612,website_4,renault,twingo,SCe Energy S&S Intens 52kW,Gasolina,2016,88655,70,5,Manual,AZUL,19,949010,Madrid,2024-04-12,4c318a5cf8e4e6bb5e6ed600625e75f0,1
987190,website_4,fiat,tipo,1.4 16v Easy 70kW (95CV) gasolina 5p.,Gas,2017,61481,95,0,Manual,MARRÓN,21,949014,Alicante,2024-02-04,21e07edcf3acf4b49f7b9f1d4ff10415,1
799303,website_4,bmw,serie-4,Serie 4 M4 Coupé Competition,Gasolina,2021,24000,510,2,Automático,VERDE / METALIZADO,50,949905,Madrid,2024-02-04,d871f9fddd32ba8cca76f61af5fdcc0a,1
91884,website_4,porsche,cayenne,E-Hybrid Coupé Aut.,Híbrido,2019,38400,462,5,Automático,NEGRO / METALIZADO,21,950003,Madrid,2024-02-01,28378507135c4cbaa1680b345e8a50c0,1
305667,website_4,mercedes-benz,clase-gle,Clase GLE Coupé 350e 4Matic Aut.,Híbrido,2022,18000,333,5,Automático,AMG LINE - TECHO PANORAMICO -FULL EXTRAS,50,950004,Madrid,2024-03-12,3929e13fce9ff0593caeaca5f8563e9d,1
91881,website_4,porsche,cayenne,E-Hybrid Coupé Aut.,Híbrido,2022,23000,462,5,Automático,BLANCO / METALIZADO,126,950005,Girona,2024-01-17,e948947bd6936f547bc0a294273dc1d3,1
997417,website_4,suzuki,jimny,1.3 JX,Gas,2011,170000,85,3,Manual,PLATA / METALIZADO,13,950010,Navarra,2024-01-11,e4baca260e68408d4664e6879ac7dbec,1
75457,website_4,peugeot,308,1.6BlueHDi S&S Active EAT6 120,Diésel,2016,99000,120,5,Automático,GRIS,8,950013,Sevilla,2024-02-04,fae15a9e6efeb9d34ae71c56c36f03f7,1
737102,website_4,mercedes-benz,eqe,500 4MATIC,Eléctrico,2023,1,408,5,Automático,MANUFAKTUR GRIS ALPINO ES / METALIZADO,0,959001,Valencia,2024-04-22,d55974ca9182d224ce669ff4c018f777,1
531411,website_4,mercedes-benz,eqs,450+,Eléctrico,2023,625,333,5,Automático,NEGRO / METALIZADO,18,960001,Barcelona,2024-05-07,5b0c95b213ac0964637172e3bada81d9,1
531410,website_4,mercedes-benz,eqs,450+,Eléctrico,2023,2270,333,5,Automático,GRIS / METALIZADO,19,960001,Barcelona,2024-04-24,5b0c95b213ac0964637172e3bada81d9,1
227188,website_4,ferrari,sf90,Spider,Híbrido Enchufable,2023,85,1000,2,Automático,ROJO / METALIZADO,26,961900,Madrid,2024-01-24,b65f865c54d5a32a5990d5c44a5575a4,1
228753,website_4,mercedes-benz,eqs,450+,Eléctrico,2023,2270,333,5,Automático,GRIS / METALIZADO,19,970001,Barcelona,2024-04-24,5b0c95b213ac0964637172e3bada81d9,1
266246,website_4,ferrari,599-gto,599 GTO,Gasolina,2011,17445,670,2,Automático,ROJO,24,973900,Madrid,2023-04-15,b65f865c54d5a32a5990d5c44a5575a4,1
279999,website_4,lamborghini,aventador,Roadster SVJ,Gas,2021,600,770,2,Automático,MORADO,30,978900,Madrid,2023-10-21,b65f865c54d5a32a5990d5c44a5575a4,1
296023,website_4,mercedes-benz,clase-gle,Clase GLE 400d 4Matic Aut.,Diésel,2023,15000,330,5,Automático,PLATA HIGH-TECH METALIZAD / METALIZADO,11,979001,Valencia,2024-04-15,d55974ca9182d224ce669ff4c018f777,1
305683,website_4,mercedes-benz,clase-gle,Clase GLE Coupé 53 AMG 4Matic+ Aut.,Gas,2021,42754,435,5,Automático,AZUL / METALIZADO,44,979001,Barcelona,2024-01-22,f6df96fd776479cad1a5ecfb5f4746a4,1
305681,website_4,mercedes-benz,clase-gle,Clase GLE Coupé 53 AMG 4Matic+ Aut.,Gasolina,2021,37000,435,5,Automático,AZUL,15,979002,Málaga,2024-04-21,81d0a6d9dcfa329a5390c05dfa8ec00d,1
980309,website_4,dacia,sandero,1.0 Access 55kW,Gasolina,2018,48341,75,5,Manual,BLANCO,20,979011,Valencia,2024-04-02,2da41866889f8d77b05020224ce7035c,1
980307,website_4,dacia,sandero,1.0 Access 55kW,Gasolina,2018,48341,75,5,Manual,BLANCO,20,979011,Sevilla,2024-04-02,3ec6a4aa296015dabb7fa1f0f0e19866,1
241030,website_4,porsche,taycan,4 Cross Turismo,Eléctrico,2023,3000,380,5,Automático,JET,19,980009,Alicante,2024-02-03,d800520a6e90e8ccb2b8ca278809b738,1
880580,website_4,jeep,compass,2.2 CRD Sport 136CV,Diésel,2012,148100,136,0,Manual,BLANCO,22,980017,Valencia,2024-01-08,6e94b2d2593457f7211e65791e0f5c5b,1
219668,website_4,mercedes-benz,clase-gls,Clase GLS 400d 4Matic,Diésel,2021,99400,330,5,Automático,NEGRO,47,985004,Granada,2024-01-09,865d12058beb71b0fb87e53130f29ec6,1
267794,website_4,ford,gt-2,GT EcoBoost V6,Gas,2018,6422,0,2,Automático,ROJO,13,986900,Madrid,2024-02-24,b65f865c54d5a32a5990d5c44a5575a4,1
730407,website_4,audi,q8-e-tron,Q8 e-tron Sportback 55 quattro S line,Eléctrico,2023,30,408,5,Automático,GRIS DAYTONA,36,989001,Barcelona,2024-03-12,7daf513ae31fe49dd29fa32f2e3c6978,1
218590,website_4,hyundai,i20,1.1CRDI Fresh,Diésel,2017,118383,75,0,Manual,Blanco,33,989010,Madrid,2023-09-14,a3d2de7675556553a5f08e4c88d2c228,0
531470,website_4,porsche,taycan,,Eléctrico,2024,10,408,4,Automático,-,140,990006,Girona,2024-02-27,e948947bd6936f547bc0a294273dc1d3,1
235022,website_4,volkswagen,up,1.0 Street 75,Gas,2016,59999,75,0,Manual,Blanco,15,990017,Barcelona,2023-06-21,a3d2de7675556553a5f08e4c88d2c228,0
56867,website_4,peugeot,2008,1.2 PureTech Style 82,Gas,2016,68938,82,5,Manual,BLANCO,21,990023,La Coruña,2024-02-15,fa8edf495b7302b10ca1aeb0e4284b15,1
228557,website_4,mercedes-benz,clase-gle,Clase GLE Coupé 300d 4Matic Aut.,Diésel,2024,3321,269,5,Automático,NEGRO,19,993001,Barcelona,2024-04-23,5b0c95b213ac0964637172e3bada81d9,1
773040,website_4,audi,e-tron-gt,e-tron GT RS,Eléctrico,2021,28789,598,4,Automático,NEGRO,5,994001,Madrid,2023-12-13,40b67e0534ef4d718d685e031398703d,1
333388,website_4,rolls-royce,phantom,6.7 V12,Gas,2021,5300,571,4,Automático,KAIROSBLUE,0,995000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
204711,website_4,lamborghini,aventador,Descapotable  Automático de 2 Puertas,Gas,2022,2800,780,2,Automático,MARRÓN,8,995000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
92435,website_4,porsche,panamera,GTS Sport Turismo,Gas,2019,63000,460,5,Automático,GRIS,23,995003,Barcelona,2024-01-31,712d901658219e3cf005c7ac4a1426e7,1
835694,website_4,fiat,500,C 1.0 Hybrid 70CV Lounge,Híbrido,2020,46845,70,0,Manual,ROJO,17,995013,Islas Baleares,2024-01-03,65492fbc8e5ff3e690874222dfad24dc,1
228556,website_4,mercedes-benz,clase-gle,Clase GLE Coupé 300d 4Matic Aut.,Diésel,2024,3321,269,5,Automático,NEGRO,19,998001,Barcelona,2024-04-23,5b0c95b213ac0964637172e3bada81d9,1
228477,website_4,mercedes-benz,clase-g,Clase G 63 AMG 4Matic 9G-Tronic,Gas,2022,58,585,5,Automático,NEGRO,20,998900,Madrid,2023-07-03,b65f865c54d5a32a5990d5c44a5575a4,1
730668,website_4,bmw,x6,xDrive 30dA M Sport,Diésel,2024,4100,286,5,Automático,ALPINWEISS,8,999003,Barcelona,2024-04-09,239f1aa9d8d77effca3f17d1bf1d0ae2,1
228553,website_4,mercedes-benz,clase-gle,Clase GLE Coupé 300d 4Matic Aut.,Diésel,2023,700,269,5,Automático,GRIS / METALIZADO,33,999004,Barcelona,2023-12-18,f6df96fd776479cad1a5ecfb5f4746a4,1
306444,website_4,mercedes-benz,eqs,580 4MATIC[0-803],Eléctrico,2023,23118,544,0,Automático,-,114,999005,La Rioja,2024-02-01,eaa89cc50f22b4493b9695b27b397168,1
233697,website_4,porsche,macan,GTS,Gas,2021,11850,440,0,Automático,Otros/Metalizado,27,999005,Barcelona,2023-08-10,a3d2de7675556553a5f08e4c88d2c228,0
306007,website_4,mercedes-benz,clase-s,Clase S Cabrio 560 9G-Tronic,Gas,2018,45000,469,2,Automático,BLACK VINYL,30,999005,Málaga,2024-01-31,c0c79bf3f7cd1d573024708636f493c2,1
306006,website_4,mercedes-benz,clase-s,Clase S Cabrio 500 Aut.,Gasolina,2018,46000,455,2,Automático,BLACK VINYL,17,999005,Málaga,2024-04-18,c0c79bf3f7cd1d573024708636f493c2,1
822981,website_4,citroen,c4-cactus,C4 Cactus 1.6 BlueHDi S&S Live 100,Diésel,2015,85749,100,5,Manual,GRIS / METALIZADO,28,999013,Valencia,2024-01-25,2cd303a4da274bd7fe51d6c9a3a00860,1
294236,website_4,mercedes-benz,clase-c,Clase C 350CDI Avantgarde 7G,Diésel,2010,230000,224,4,Automático,NEGRO / METALIZADO,24,999013,Valencia,2024-03-19,76c86308fd8b9ce9b47008833d90b968,1
233810,website_4,renault,clio,TCe GPF Energy Zen 66kW,Gas,2018,122622,90,0,Manual,BlancoGlaciar(opaco)/Metalizado,18,999020,Madrid,2023-11-15,a3d2de7675556553a5f08e4c88d2c228,0
233509,website_4,peugeot,308,1.2 PureTech S&S Style 110,Gas,2016,108000,110,0,Manual,Gris,19,999538,Tarragona,2023-10-30,a3d2de7675556553a5f08e4c88d2c228,0
227166,website_4,ferrari,purosangre,Purosangue 6.5,Gas,2023,3650,724,5,Automático,ROJO,5,999900,Madrid,2024-03-31,b65f865c54d5a32a5990d5c44a5575a4,1
241141,website_4,rolls-royce,dawn,6.6 V12,Gasolina,2023,60,571,2,Automático,AZUL,15,999900,Madrid,2024-04-14,b65f865c54d5a32a5990d5c44a5575a4,1
306442,website_4,mercedes-benz,eqs,450 4MATIC,Eléctrico,2023,8888,360,0,Automático,GRIS SELENITA (METALIZADO) / METALIZADO,0,999903,Madrid,2024-01-23,abf32f86fa9d093661debbeb5af7fae6,1
829849,website_5,Ford,Transit Connect,FT 200 Van L1 S&S Ambiente 100,Diésel,2021,96000,100,0,,,1,999999,Valencia,2024-04-23,b6a829a50b6d03224f4907c99134606d,1
